2,123456789012,eni-a85dc80f,87.178.75.23,154.165.1.146,29048,64295,6,35,3768,1737232430,1737235127,ACCEPT,OK
2,123456789012,eni-28bc96f6,57.169.13.156,144.105.95.101,47521,10800,27,50,31739,1737230884,1737235022,ACCEPT,OK
2,123456789012,eni-aef649e7,135.170.255.227,4.4.135.51,15649,17348,17,37,35807,1737234335,1737235027,ACCEPT,OK
2,123456789012,eni-6a82cbc7,6.25.84.48,182.209.199.158,32647,63934,17,38,9702,1737232460,1737235028,ACCEPT,OK
2,123456789012,eni-bcb90a76,155.130.9.109,186.230.186.244,8946,23746,5,10,49285,1737232197,1737235305,REJECT,OK
2,123456789012,eni-6fbb1f68,72.212.247.229,181.180.214.91,5068,42628,6,48,26097,1737233163,1737235157,ACCEPT,OK
2,123456789012,eni-06fbd59e,10.98.128.56,48.115.24.57,62295,14769,8,43,22704,1737232801,1737234930,REJECT,OK
2,123456789012,eni-a86837be,30.30.148.72,247.29.9.76,6172,27194,17,48,43584,1737233419,1737235297,REJECT,OK
2,123456789012,eni-4880b12d,8.101.75.207,241.70.223.115,9024,30222,48,25,41391,1737232072,1737235164,REJECT,OK
2,123456789012,eni-01de4997,122.206.130.234,16.183.68.188,46659,57574,2,40,8444,1737234359,1737235050,ACCEPT,OK
2,123456789012,eni-66b77e2c,95.208.133.240,144.64.44.210,31149,22103,6,28,7908,1737230862,1737235022,REJECT,OK
2,123456789012,eni-e69f5b72,25.78.249.26,72.100.234.38,30637,48476,8,18,45728,1737231432,1737235166,REJECT,OK
2,123456789012,eni-8bec2c7c,136.58.224.91,59.100.20.180,30367,40837,17,43,46248,1737231992,1737235302,REJECT,OK
2,123456789012,eni-0b0e138f,13.133.157.218,247.134.171.254,59056,63680,8,14,40241,1737232774,1737235079,REJECT,OK
2,123456789012,eni-b0ed843b,186.129.132.240,46.41.31.145,3412,12161,5,40,21736,1737232689,1737234959,ACCEPT,OK
2,123456789012,eni-d43cbf56,151.65.45.84,92.44.119.33,30953,51102,17,17,3881,1737234640,1737235024,ACCEPT,OK
2,123456789012,eni-121b3c7b,177.252.158.255,108.17.7.56,29413,55078,1,43,47358,1737234472,1737234970,ACCEPT,OK
2,123456789012,eni-17eab852,207.153.92.243,229.104.90.135,28108,6135,6,11,4561,1737232034,1737234919,ACCEPT,OK
2,123456789012,eni-53da9662,12.76.101.82,159.207.159.48,65335,3688,17,23,17180,1737232699,1737235315,ACCEPT,OK
2,123456789012,eni-8586df79,184.65.1.232,44.70.162.2,57415,14769,8,16,18039,1737233905,1737235318,REJECT,OK
2,123456789012,eni-266a72f4,151.83.110.33,221.121.158.78,12486,12143,15,42,45181,1737232709,1737234987,ACCEPT,OK
2,123456789012,eni-dd9c89cf,158.8.127.137,170.68.2.137,17530,36395,48,23,12846,1737234479,1737235176,ACCEPT,OK
2,123456789012,eni-a5b9aa29,233.169.89.110,251.224.249.144,36518,718,2,25,21270,1737233297,1737235159,ACCEPT,OK
2,123456789012,eni-4eaf97c8,164.147.23.241,214.191.176.242,43811,1783,27,35,39686,1737233363,1737235164,ACCEPT,OK
2,123456789012,eni-aa11a080,80.48.254.180,26.37.49.134,9575,32339,27,13,5989,1737232940,1737234972,REJECT,OK
2,123456789012,eni-b1c4a1d7,165.253.204.246,42.170.12.230,24259,44807,17,4,49464,1737231287,1737234855,ACCEPT,OK
2,123456789012,eni-c51f5ca3,248.104.35.33,183.221.57.126,44457,8447,6,32,35096,1737233292,1737235164,ACCEPT,OK
2,123456789012,eni-7538e8fb,3.208.175.199,238.196.241.165,10890,13271,8,10,25898,1737232466,1737234981,ACCEPT,OK
2,123456789012,eni-1014954d,225.205.97.147,204.142.138.34,17177,38567,48,19,46724,1737231085,1737235159,ACCEPT,OK
2,123456789012,eni-48e79ce5,34.224.39.94,144.211.247.131,44359,35474,5,38,38854,1737233296,1737235115,REJECT,OK
2,123456789012,eni-60742731,32.85.246.148,252.93.141.27,7236,13199,6,45,12290,1737231913,1737234861,ACCEPT,OK
2,123456789012,eni-49da76c5,44.51.42.54,236.24.154.241,27797,61553,8,26,17094,1737233293,1737235233,REJECT,OK
2,123456789012,eni-d795142b,34.174.35.29,158.191.150.92,50864,1315,1,10,30872,1737232214,1737235315,REJECT,OK
2,123456789012,eni-ddeff7c1,193.92.85.51,60.124.113.228,49001,3252,2,13,49845,1737233568,1737235128,ACCEPT,OK
2,123456789012,eni-1f33e76c,136.161.197.111,209.134.9.173,53780,2242,15,1,47149,1737234713,1737234985,REJECT,OK
2,123456789012,eni-06e935d8,212.33.130.64,11.21.182.65,26272,58594,6,16,35533,1737231306,1737235033,REJECT,OK
2,123456789012,eni-13ec1414,178.71.22.30,143.137.136.208,57836,34586,2,26,44898,1737234273,1737235016,REJECT,OK
2,123456789012,eni-de15ae50,74.110.61.47,177.123.22.6,36608,39617,27,7,23681,1737233772,1737234858,REJECT,OK
2,123456789012,eni-875ecd32,88.10.239.64,43.208.143.61,28682,20997,48,11,25533,1737232831,1737235292,ACCEPT,OK
2,123456789012,eni-8b3720f5,30.217.38.141,190.16.48.240,26717,24866,17,30,38564,1737231173,1737235070,REJECT,OK
2,123456789012,eni-50afc218,185.120.146.158,186.81.200.119,31392,59897,5,45,26723,1737231571,1737235047,ACCEPT,OK
2,123456789012,eni-22d7b59e,130.157.159.175,147.71.39.87,11856,31998,48,45,26776,1737233919,1737235234,ACCEPT,OK
2,123456789012,eni-e6f8b332,171.244.203.110,64.88.69.175,52830,61784,15,28,12479,1737231981,1737234863,REJECT,OK
2,123456789012,eni-a82efa76,132.52.223.15,106.67.254.82,4123,31947,2,13,8417,1737231638,1737235221,ACCEPT,OK
2,123456789012,eni-ec708285,31.102.69.6,211.218.214.77,28089,23688,8,19,35798,1737233508,1737235262,ACCEPT,OK
2,123456789012,eni-62a17c18,57.48.167.47,7.183.141.226,58906,34928,8,37,40003,1737234619,1737235342,REJECT,OK
2,123456789012,eni-285fe66e,141.11.95.64,218.107.13.18,46984,64661,17,3,32904,1737233315,1737235287,ACCEPT,OK
2,123456789012,eni-5f691300,1.54.145.147,120.85.248.205,38336,47906,27,42,15585,1737233990,1737235263,REJECT,OK
2,123456789012,eni-41b75076,67.112.55.18,127.37.36.121,52617,22882,2,2,39334,1737232826,1737234873,REJECT,OK
2,123456789012,eni-4bc4b2a7,116.175.136.152,114.162.44.111,35469,57313,15,48,42286,1737234283,1737234948,ACCEPT,OK
2,123456789012,eni-2510a626,87.137.3.146,9.172.223.200,57979,29515,48,28,36145,1737233993,1737234903,REJECT,OK
2,123456789012,eni-dcd958a4,172.184.244.201,51.124.113.174,21663,48661,27,21,25533,1737234353,1737235275,ACCEPT,OK
2,123456789012,eni-ba4423f5,149.132.220.230,119.249.31.114,58782,7488,48,21,8587,1737231818,1737235103,ACCEPT,OK
2,123456789012,eni-ed5c192f,17.165.235.66,90.3.192.108,35961,62053,17,43,23654,1737233715,1737235218,REJECT,OK
2,123456789012,eni-fb7d72fe,88.114.156.98,233.224.248.13,17973,12229,2,13,32076,1737233499,1737235312,ACCEPT,OK
2,123456789012,eni-95b6037f,136.168.228.105,231.77.5.30,47494,10700,8,2,29117,1737232346,1737234934,ACCEPT,OK
2,123456789012,eni-a89bc6ff,195.83.0.149,160.158.40.54,26385,1248,8,25,5548,1737231421,1737235219,ACCEPT,OK
2,123456789012,eni-e8d07955,92.124.180.174,39.206.0.87,20560,23844,8,6,28029,1737234157,1737235334,ACCEPT,OK
2,123456789012,eni-bb88f147,246.59.143.40,170.89.15.244,14374,55606,5,9,18145,1737233495,1737235196,ACCEPT,OK
2,123456789012,eni-59241b29,40.212.202.191,112.200.133.199,13900,60087,27,24,34603,1737234235,1737235306,ACCEPT,OK
2,123456789012,eni-16d80117,154.181.205.108,92.84.205.248,44906,53916,15,9,44642,1737234386,1737235276,REJECT,OK
2,123456789012,eni-04ef914a,233.184.41.231,123.99.82.49,43235,6718,27,15,18705,1737233070,1737234961,REJECT,OK
2,123456789012,eni-0815f08a,87.202.60.83,149.224.196.124,47932,23734,1,9,49052,1737232731,1737234861,ACCEPT,OK
2,123456789012,eni-88395a3c,232.33.200.150,131.143.120.110,8617,58072,15,17,31819,1737230990,1737234985,REJECT,OK
2,123456789012,eni-eb0e4d32,203.131.77.183,231.215.150.16,20295,34939,1,25,39780,1737234621,1737235010,REJECT,OK
2,123456789012,eni-18213e78,218.157.128.78,11.135.191.92,32605,11023,6,19,32466,1737233439,1737235263,REJECT,OK
2,123456789012,eni-08d96b41,152.198.219.15,47.196.8.94,4403,39987,17,39,14663,1737233583,1737234875,REJECT,OK
2,123456789012,eni-18ac73ed,23.207.148.101,161.184.18.35,16312,35992,17,30,19767,1737232136,1737234895,ACCEPT,OK
2,123456789012,eni-8cec28b0,85.131.156.215,74.60.86.66,27582,59460,1,41,34443,1737231335,1737235282,REJECT,OK
2,123456789012,eni-da0e7023,232.33.229.231,191.195.248.209,46670,64386,48,20,29876,1737231584,1737235137,REJECT,OK
2,123456789012,eni-c70ed87b,42.177.158.179,112.84.39.248,12076,6202,8,34,42433,1737231888,1737234871,ACCEPT,OK
2,123456789012,eni-c4d349d4,243.52.126.66,66.12.168.223,11057,23606,48,6,9195,1737231690,1737235005,REJECT,OK
2,123456789012,eni-d9e20189,161.244.189.87,196.221.250.151,20609,29087,17,35,7302,1737233916,1737235289,ACCEPT,OK
2,123456789012,eni-9e922fcd,27.177.203.32,29.219.189.116,40458,26293,27,37,39254,1737234264,1737235275,REJECT,OK
2,123456789012,eni-a54aa801,253.99.189.49,23.14.154.252,45039,32504,6,20,6233,1737231115,1737235167,ACCEPT,OK
2,123456789012,eni-87cd6ee7,136.209.54.67,150.240.135.155,12993,42490,27,9,3847,1737234213,1737235146,REJECT,OK
2,123456789012,eni-19029192,243.67.44.143,244.49.194.152,27516,28244,8,50,22249,1737233227,1737235176,REJECT,OK
2,123456789012,eni-e0f0e834,56.36.23.147,104.198.128.135,43966,47272,2,7,7518,1737234273,1737235238,REJECT,OK
2,123456789012,eni-ad188437,138.109.117.232,18.83.156.235,12820,25768,6,45,44705,1737233758,1737235097,ACCEPT,OK
2,123456789012,eni-9e1ddfa3,74.148.58.143,138.177.40.139,18056,58095,1,26,32582,1737233759,1737235336,ACCEPT,OK
2,123456789012,eni-754eeb92,78.247.42.109,135.192.193.29,59707,62831,17,11,10276,1737234308,1737234955,REJECT,OK
2,123456789012,eni-5d058881,80.195.191.186,200.135.180.216,9596,55077,2,19,46324,1737231966,1737235278,REJECT,OK
2,123456789012,eni-37ca1a8f,61.88.137.143,136.59.190.48,26719,5391,8,6,15809,1737234600,1737235310,ACCEPT,OK
2,123456789012,eni-c37bd12a,115.64.70.218,112.55.18.104,41931,26650,15,45,36207,1737231707,1737235207,REJECT,OK
2,123456789012,eni-1a217e16,183.184.107.24,166.98.98.187,62129,21471,5,19,19700,1737232666,1737235287,ACCEPT,OK
2,123456789012,eni-d63b1f24,156.202.22.170,186.140.249.132,62074,21863,15,29,45711,1737230861,1737235076,ACCEPT,OK
2,123456789012,eni-16fab1d7,71.169.184.41,22.176.108.6,34286,48478,48,24,22956,1737231983,1737235054,REJECT,OK
2,123456789012,eni-32e9cccb,120.42.55.94,42.77.163.204,18430,15524,27,14,5004,1737230986,1737235095,ACCEPT,OK
2,123456789012,eni-646b5a8d,49.240.200.53,156.247.136.94,33908,63667,6,26,31111,1737234631,1737235307,ACCEPT,OK
2,123456789012,eni-97ddd802,235.239.78.86,124.4.251.220,14469,55870,5,42,1607,1737231315,1737234931,REJECT,OK
2,123456789012,eni-28045a93,9.5.39.191,179.149.172.190,8901,26728,6,30,27459,1737234655,1737235025,REJECT,OK
2,123456789012,eni-bbc943ac,77.236.42.28,36.63.225.212,26167,27513,17,8,1257,1737231127,1737235278,ACCEPT,OK
2,123456789012,eni-e3dacf36,178.100.146.176,96.211.98.20,15630,18381,8,16,12917,1737233287,1737234922,ACCEPT,OK
2,123456789012,eni-f9cccd4d,37.232.224.232,103.119.125.22,55676,593,1,49,14204,1737231941,1737235281,REJECT,OK
2,123456789012,eni-5124b79f,209.197.92.141,198.82.135.198,29570,3353,8,8,10805,1737232762,1737235089,ACCEPT,OK
2,123456789012,eni-45b0876c,235.70.166.104,127.44.128.30,36170,54751,1,45,49318,1737233026,1737234854,REJECT,OK
2,123456789012,eni-fecae58b,25.83.113.28,205.5.212.125,20396,20677,17,25,32505,1737234337,1737235141,REJECT,OK
2,123456789012,eni-a0b7bad1,113.199.106.106,41.81.86.220,43451,21457,27,2,9712,1737233656,1737234914,REJECT,OK
2,123456789012,eni-f65aee89,230.192.3.71,214.207.249.56,63822,57485,15,26,45008,1737233323,1737235269,ACCEPT,OK
2,123456789012,eni-7ddeaca2,72.110.2.194,133.255.10.245,13492,34239,15,17,38839,1737232763,1737234948,ACCEPT,OK
2,123456789012,eni-c02c6325,251.91.103.232,42.210.199.172,53433,6900,27,19,16807,1737234165,1737235207,REJECT,OK
2,123456789012,eni-1b0660d3,34.43.52.237,24.116.140.122,55997,8238,27,31,44524,1737232791,1737234919,REJECT,OK
2,123456789012,eni-448bfb58,137.147.236.145,68.188.154.74,9194,3709,8,48,8445,1737231663,1737234965,ACCEPT,OK
2,123456789012,eni-6df363c0,160.99.252.134,128.88.92.188,31907,9405,17,5,47192,1737234708,1737234990,ACCEPT,OK
2,123456789012,eni-575d9750,15.134.77.38,174.71.227.137,58463,8630,1,23,38863,1737234277,1737234947,REJECT,OK
2,123456789012,eni-26e59960,136.236.209.175,144.214.197.25,45300,43820,6,32,41573,1737234114,1737235022,ACCEPT,OK
2,123456789012,eni-fc0868bb,249.5.82.243,231.117.189.240,19937,7239,48,34,12846,1737231642,1737235241,REJECT,OK
2,123456789012,eni-25f2fb9c,134.76.182.115,166.194.80.211,11852,58534,2,16,11786,1737233869,1737235156,REJECT,OK
2,123456789012,eni-c4ab1c4b,220.72.144.135,125.24.96.89,22903,63822,8,30,39439,1737231809,1737235247,ACCEPT,OK
2,123456789012,eni-ed70bb59,254.130.114.181,244.8.32.251,54367,13722,15,45,48473,1737234503,1737235234,ACCEPT,OK
2,123456789012,eni-48e0264e,214.174.207.37,209.73.103.46,17880,23447,27,30,44008,1737233923,1737234946,ACCEPT,OK
2,123456789012,eni-1b290377,204.247.96.54,47.243.71.153,28542,59916,17,36,18257,1737234094,1737234990,REJECT,OK
2,123456789012,eni-69d96cd0,180.172.141.105,57.130.187.224,57475,33196,27,47,30607,1737233926,1737235015,REJECT,OK
2,123456789012,eni-5cfeb4b8,158.98.52.210,17.23.159.184,63841,6087,27,36,49103,1737231457,1737235266,REJECT,OK
2,123456789012,eni-d2df320d,199.104.223.152,83.250.130.222,31798,50758,15,26,17433,1737232208,1737235171,REJECT,OK
2,123456789012,eni-9039e8e3,179.182.45.26,231.158.157.191,33263,53033,8,34,38002,1737231774,1737235266,REJECT,OK
2,123456789012,eni-bfd450c7,118.222.39.198,34.30.59.17,27915,32155,27,25,20646,1737232896,1737235292,REJECT,OK
2,123456789012,eni-90043800,174.46.68.21,80.134.134.222,27909,12098,6,19,11933,1737232337,1737235047,ACCEPT,OK
2,123456789012,eni-04897b31,123.51.70.224,205.114.94.31,46652,29427,1,20,44083,1737231172,1737235295,REJECT,OK
2,123456789012,eni-ea9770dc,126.176.75.51,147.89.242.137,13193,50777,5,16,3132,1737233105,1737235073,ACCEPT,OK
2,123456789012,eni-aded7e08,83.203.2.19,247.141.27.18,49328,46259,48,47,19224,1737233975,1737235048,ACCEPT,OK
2,123456789012,eni-db44f33c,34.237.157.17,63.215.207.135,58399,57542,6,10,9991,1737232073,1737235113,ACCEPT,OK
2,123456789012,eni-ee52c3a8,36.190.165.177,244.58.62.96,2841,3779,1,14,20126,1737234617,1737235205,ACCEPT,OK
2,123456789012,eni-8491ffd2,96.231.118.47,240.248.20.157,48303,14907,6,48,5125,1737234291,1737234970,REJECT,OK
2,123456789012,eni-c6cf80f0,243.74.129.110,228.162.20.18,5742,62974,5,36,15923,1737231275,1737235219,REJECT,OK
2,123456789012,eni-6fdc4f01,245.243.107.242,204.148.90.69,18934,43094,17,8,42770,1737232307,1737235262,ACCEPT,OK
2,123456789012,eni-af73a3ec,192.142.219.217,173.186.116.143,46603,46047,17,31,45411,1737232825,1737235302,ACCEPT,OK
2,123456789012,eni-610d1294,95.52.155.204,37.91.128.28,44550,44361,5,30,25552,1737234638,1737235070,ACCEPT,OK
2,123456789012,eni-2cda4907,158.53.175.196,175.228.225.245,54367,55281,17,50,13674,1737233203,1737234942,ACCEPT,OK
2,123456789012,eni-99979de5,191.25.88.157,90.182.211.111,56782,40339,2,33,45727,1737232575,1737235310,REJECT,OK
2,123456789012,eni-47213984,97.163.135.134,52.3.99.120,22754,58045,48,40,35029,1737234224,1737235127,REJECT,OK
2,123456789012,eni-4550da58,213.103.39.253,227.208.68.96,25275,46119,8,43,34441,1737233577,1737235226,ACCEPT,OK
2,123456789012,eni-6e01463d,30.229.207.85,153.2.77.104,46480,30726,1,17,40196,1737233854,1737234941,REJECT,OK
2,123456789012,eni-4423872f,229.92.162.42,110.175.8.23,43884,13696,6,35,19821,1737233884,1737235247,ACCEPT,OK
2,123456789012,eni-06bd9837,69.209.3.62,138.54.211.128,8879,2714,48,43,22288,1737232401,1737235331,ACCEPT,OK
2,123456789012,eni-eae4b6d7,27.17.67.110,50.8.60.245,41239,30125,17,31,44468,1737232940,1737234946,REJECT,OK
2,123456789012,eni-3781a51c,140.67.143.148,30.26.142.192,52152,58864,17,14,36659,1737232014,1737235295,REJECT,OK
2,123456789012,eni-d0a51b7f,52.196.237.54,55.58.85.168,38452,27271,1,34,35451,1737233354,1737235248,ACCEPT,OK
2,123456789012,eni-dec1e6d4,2.214.241.40,47.131.73.213,34270,61673,15,1,33064,1737234501,1737235299,ACCEPT,OK
2,123456789012,eni-852d542c,104.160.192.119,249.78.216.54,51682,10106,2,23,30854,1737232683,1737234927,REJECT,OK
2,123456789012,eni-abc83999,28.209.252.105,66.193.148.227,13365,51629,5,23,34631,1737232249,1737235200,REJECT,OK
2,123456789012,eni-83c99d5e,195.204.106.101,69.204.93.60,30878,6298,5,18,33196,1737234281,1737234921,REJECT,OK
2,123456789012,eni-60c8f4a5,104.171.182.159,216.11.73.253,53497,29864,2,3,18823,1737231598,1737235159,ACCEPT,OK
2,123456789012,eni-f604d250,122.235.236.84,172.98.221.123,31114,55557,27,17,23033,1737231359,1737235010,ACCEPT,OK
2,123456789012,eni-200b4ae7,14.210.203.137,113.248.202.48,59944,56238,1,43,42897,1737233990,1737234911,ACCEPT,OK
2,123456789012,eni-d2096dfe,96.192.43.86,238.87.46.251,50057,12768,6,17,28158,1737231585,1737234898,REJECT,OK
2,123456789012,eni-ecfac82b,139.78.190.252,110.113.167.89,12457,2281,17,21,33495,1737233600,1737235052,ACCEPT,OK
2,123456789012,eni-61b89a9d,41.160.168.160,189.38.186.77,49498,7328,6,44,36371,1737233406,1737235021,REJECT,OK
2,123456789012,eni-05f9a67d,49.137.108.216,253.19.142.54,60959,12559,6,39,6330,1737231437,1737235290,ACCEPT,OK
2,123456789012,eni-11acecb5,90.40.95.129,86.143.47.61,51228,18053,15,31,12176,1737233896,1737235076,REJECT,OK
2,123456789012,eni-831538a0,60.42.23.21,212.255.81.171,56480,229,1,21,10506,1737232802,1737235302,REJECT,OK
2,123456789012,eni-da7b4326,19.216.94.102,230.154.143.196,28417,33352,5,37,16327,1737231160,1737234904,REJECT,OK
2,123456789012,eni-b2236dd2,165.138.173.35,212.94.176.209,11768,14815,6,19,24296,1737233490,1737234902,ACCEPT,OK
2,123456789012,eni-358f0591,214.57.162.125,223.226.199.160,53124,49285,48,6,49726,1737233664,1737235165,REJECT,OK
2,123456789012,eni-c3c3e179,212.71.69.208,4.52.78.133,14742,27146,48,11,13820,1737231152,1737235279,ACCEPT,OK
2,123456789012,eni-d4061ad5,226.13.18.70,255.50.160.216,53686,47842,6,17,28927,1737232147,1737235298,ACCEPT,OK
2,123456789012,eni-90eb2a09,9.144.234.71,41.22.80.175,34514,57827,1,31,4371,1737232820,1737235235,REJECT,OK
2,123456789012,eni-6641a879,168.57.119.64,192.0.56.162,9668,40423,1,10,11118,1737232114,1737234959,ACCEPT,OK
2,123456789012,eni-25d46c8c,66.159.132.176,202.181.147.123,59736,63575,8,16,49523,1737231900,1737235018,REJECT,OK
2,123456789012,eni-0447b18d,165.138.95.145,35.116.226.6,45281,50075,48,41,45094,1737234538,1737235170,REJECT,OK
2,123456789012,eni-24ec92af,87.138.156.162,67.40.104.52,21564,34308,8,47,22316,1737231880,1737234860,REJECT,OK
2,123456789012,eni-8b2ec438,147.219.178.5,17.44.109.112,38856,3752,5,41,19581,1737234570,1737235219,ACCEPT,OK
2,123456789012,eni-efd7e747,236.85.63.156,160.154.187.75,50476,12623,1,32,46999,1737233356,1737235149,REJECT,OK
2,123456789012,eni-8b175e93,120.5.176.66,143.111.93.241,53521,28187,2,22,11980,1737232469,1737235126,REJECT,OK
2,123456789012,eni-49bc2dd8,248.182.65.183,228.226.180.87,55386,63986,1,28,46152,1737232800,1737235054,REJECT,OK
2,123456789012,eni-2488a59c,79.1.11.142,181.249.128.41,52791,50116,15,30,44639,1737234210,1737234909,ACCEPT,OK
2,123456789012,eni-60891e86,163.31.135.1,162.29.53.195,42825,1006,15,6,7724,1737231963,1737235144,REJECT,OK
2,123456789012,eni-8e6c2f94,243.39.94.178,133.175.139.136,59559,31450,2,37,14525,1737234088,1737235227,REJECT,OK
2,123456789012,eni-48e7f03c,198.124.124.142,93.54.161.110,11445,42434,27,22,42211,1737233971,1737234907,REJECT,OK
2,123456789012,eni-91489879,20.130.200.188,28.62.173.164,29425,51029,17,9,12639,1737234032,1737235199,ACCEPT,OK
2,123456789012,eni-b59f83e0,12.241.18.152,121.102.19.38,43710,28140,5,42,7380,1737231542,1737234920,REJECT,OK
2,123456789012,eni-3e14762a,133.69.115.20,134.84.156.14,51233,53615,5,14,8020,1737232631,1737235252,REJECT,OK
2,123456789012,eni-59d8d8ec,239.155.169.203,132.96.124.58,7667,41964,2,13,38500,1737233213,1737235275,REJECT,OK
2,123456789012,eni-3b92c007,70.198.224.102,245.217.19.254,39032,43771,15,34,46159,1737231625,1737235071,REJECT,OK
2,123456789012,eni-1a57f140,50.127.205.141,191.197.194.207,48794,53189,17,48,7056,1737234118,1737234932,REJECT,OK
2,123456789012,eni-300ef2ce,56.249.87.27,233.77.97.91,63826,52509,17,6,19521,1737234080,1737235079,ACCEPT,OK
2,123456789012,eni-06eafbfb,172.114.157.157,131.217.24.202,58389,23704,27,39,25442,1737233219,1737235258,REJECT,OK
2,123456789012,eni-badc9450,231.42.191.239,11.174.236.148,38822,22501,15,48,35510,1737232541,1737235145,ACCEPT,OK
2,123456789012,eni-cf5deb9a,203.209.242.203,40.253.186.178,45676,31015,2,42,17682,1737234776,1737234937,ACCEPT,OK
2,123456789012,eni-945f1e98,103.242.17.121,153.191.187.229,30901,7328,6,34,36965,1737234786,1737234877,ACCEPT,OK
2,123456789012,eni-0c81b646,50.186.26.178,65.22.200.62,50783,16691,2,6,27148,1737231590,1737235288,ACCEPT,OK
2,123456789012,eni-d6cf95b9,5.190.61.229,11.224.197.31,38950,58171,27,19,35916,1737232552,1737235245,ACCEPT,OK
2,123456789012,eni-7e8d9a94,85.229.28.81,26.125.15.117,64855,45857,6,9,32854,1737234425,1737235065,REJECT,OK
2,123456789012,eni-8acea849,214.18.10.32,39.126.143.26,43190,28242,15,11,10562,1737234131,1737235054,REJECT,OK
2,123456789012,eni-f026ff8f,232.97.144.59,54.166.198.1,39821,8924,1,35,28945,1737232899,1737235083,ACCEPT,OK
2,123456789012,eni-1eac2258,181.19.133.65,41.141.118.0,53504,57810,6,43,36332,1737233970,1737235177,ACCEPT,OK
2,123456789012,eni-9f9a8a4b,165.149.17.31,131.127.103.67,56947,16314,1,37,45520,1737233488,1737234862,REJECT,OK
2,123456789012,eni-194bb0f4,136.116.243.112,161.131.122.64,9839,17222,27,47,22021,1737234000,1737235261,ACCEPT,OK
2,123456789012,eni-594cc2d9,169.197.74.72,77.235.54.130,58708,1569,6,4,35251,1737231426,1737235145,REJECT,OK
2,123456789012,eni-998d6f39,108.234.66.83,239.73.41.34,41312,45961,5,23,32043,1737231443,1737235042,REJECT,OK
2,123456789012,eni-aa29ac22,85.230.154.144,104.139.172.50,14881,5180,8,43,18199,1737234109,1737235097,ACCEPT,OK
2,123456789012,eni-9dfba186,181.173.206.249,66.199.84.197,21836,7690,5,40,28092,1737231111,1737235225,ACCEPT,OK
2,123456789012,eni-33de7de7,112.244.137.12,142.197.92.79,24074,21902,5,7,12896,1737231353,1737235127,REJECT,OK
2,123456789012,eni-4b2dfb3a,195.25.197.82,34.239.160.136,17173,34949,48,25,20028,1737230867,1737235099,ACCEPT,OK
2,123456789012,eni-d1d91af9,120.185.234.14,193.64.29.193,60480,64828,8,40,44623,1737234574,1737234915,REJECT,OK
2,123456789012,eni-37142a28,212.38.171.63,8.80.49.30,23874,49406,17,2,29885,1737231704,1737235087,REJECT,OK
2,123456789012,eni-c1406c0a,66.64.114.225,105.130.123.75,44680,51661,1,49,29726,1737231797,1737235308,ACCEPT,OK
